NAIVE_BAYES , 0.9898373983739838 , 0.975609756097561 , 0.9896907216494846 , 0.010162601626016232 , 0.024390243902439046 , 0.9825997952917093 , 0.9827235772357723
NAIVE_BAYES , 0.9898373983739838 , 0.975609756097561 , 0.9896907216494846 , 0.010162601626016232 , 0.024390243902439046 , 0.9825997952917093 , 0.9827235772357723
NAIVE_BAYES , 0.9898373983739838 , 0.9735772357723578 , 0.9896694214876033 , 0.010162601626016232 , 0.026422764227642226 , 0.9815573770491804 , 0.9817073170731707
NAIVE_BAYES , 0.9898373983739838 , 0.9735772357723578 , 0.9896694214876033 , 0.010162601626016232 , 0.026422764227642226 , 0.9815573770491804 , 0.9817073170731707
NAIVE_BAYES , 0.9878048780487805 , 0.975609756097561 , 0.9876543209876543 , 0.012195121951219523 , 0.024390243902439046 , 0.9815950920245398 , 0.9817073170731707
NAIVE_BAYES , 0.9898373983739838 , 0.975609756097561 , 0.9896907216494846 , 0.010162601626016232 , 0.024390243902439046 , 0.9825997952917093 , 0.9827235772357723
NAIVE_BAYES , 0.9898373983739838 , 0.9715447154471545 , 0.989648033126294 , 0.010162601626016232 , 0.028455284552845517 , 0.9805128205128205 , 0.9806910569105691
NAIVE_BAYES , 0.9898373983739838 , 0.9735772357723578 , 0.9896694214876033 , 0.010162601626016232 , 0.026422764227642226 , 0.9815573770491804 , 0.9817073170731707
NAIVE_BAYES , 0.9898373983739838 , 0.9735772357723578 , 0.9896694214876033 , 0.010162601626016232 , 0.026422764227642226 , 0.9815573770491804 , 0.9817073170731707
NAIVE_BAYES , 0.9898373983739838 , 0.9735772357723578 , 0.9896694214876033 , 0.010162601626016232 , 0.026422764227642226 , 0.9815573770491804 , 0.9817073170731707
IBK , 0.9959349593495935 , 0.9857723577235772 , 0.9958932238193019 , 0.004065040650406471 , 0.014227642276422814 , 0.9908069458631256 , 0.9908536585365854
IBK , 0.9959349593495935 , 0.9857723577235772 , 0.9958932238193019 , 0.004065040650406471 , 0.014227642276422814 , 0.9908069458631256 , 0.9908536585365854
IBK , 0.9959349593495935 , 0.983739837398374 , 0.9958847736625515 , 0.004065040650406471 , 0.016260162601625994 , 0.9897750511247444 , 0.9898373983739838
IBK , 0.9979674796747967 , 0.9878048780487805 , 0.997946611909651 , 0.002032520325203291 , 0.012195121951219523 , 0.992849846782431 , 0.9928861788617886
IBK , 0.991869918699187 , 0.9878048780487805 , 0.9918367346938776 , 0.008130081300813052 , 0.012195121951219523 , 0.989816700610998 , 0.9898373983739838
IBK , 0.9959349593495935 , 0.9857723577235772 , 0.9958932238193019 , 0.004065040650406471 , 0.014227642276422814 , 0.9908069458631256 , 0.9908536585365854
IBK , 0.9959349593495935 , 0.9878048780487805 , 0.9959016393442623 , 0.004065040650406471 , 0.012195121951219523 , 0.9918367346938776 , 0.991869918699187
IBK , 0.991869918699187 , 0.9878048780487805 , 0.9918367346938776 , 0.008130081300813052 , 0.012195121951219523 , 0.989816700610998 , 0.9898373983739838
IBK , 0.9959349593495935 , 0.9878048780487805 , 0.9959016393442623 , 0.004065040650406471 , 0.012195121951219523 , 0.9918367346938776 , 0.991869918699187
IBK , 0.9959349593495935 , 0.9898373983739838 , 0.9959100204498977 , 0.004065040650406471 , 0.010162601626016232 , 0.9928644240570846 , 0.9928861788617886
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 0.9979674796747967 , 1.0 , 0.9979716024340771 , 0.002032520325203291 , 0.0 , 0.9989847715736041 , 0.9989837398373984
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_1hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
MLP_3hidden , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 0.9979674796747967 , 1.0 , 0.0 , 0.002032520325203291 , 0.9989827060020345 , 0.9989837398373984
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_poly , 1.0 , 1.0 , 1.0 , 0.0 , 0.0 , 1.0 , 1.0
SMO_rbf , 1.0 , 0.9308943089430894 , 1.0 , 0.0 , 0.06910569105691056 , 0.9642105263157895 , 0.9654471544715447
SMO_rbf , 1.0 , 0.9329268292682927 , 1.0 , 0.0 , 0.06707317073170727 , 0.9652996845425867 , 0.9664634146341463
